Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Price,Discount,City
1115,2024-04-06,C0785,P504,1,1682,15.0,Bangalore
1116,2024-11-03,C0420,P505,4,37585,5.0,Kolkata
1117,2024-04-25,C0768,P505,1,15118,10.0,Bangalore
1118,2024-01-14,C0455,P506,1,39208,,Chennai
1119,2024-03-02,C0405,P502,2,37905,,Mumbai
1120,2024-03-05,C1037,P502,1,59653,5.0,Hyderabad
1121,2024-06-29,C0338,P505,1,53720,15.0,Pune
1122,2024-07-06,C0395,P503,3,22720,15.0,Kolkata
1123,2024-10-08,C0510,P505,4,25421,15.0,Bangalore
1124,2024-08-19,C0554,P502,1,43704,0.0,Pune
1125,2024-04-29,C0393,P501,1,39340,5.0,Bangalore
1126,2024-04-06,C1034,P505,2,20581,15.0,Hyderabad
1127,2024-07-21,C0759,P504,2,50227,10.0,Chennai
1128,2024-03-19,C0956,P501,3,25731,,Delhi
1129,2024-03-27,C0101,P505,4,5240,0.0,Kolkata
1130,2024-04-18,C0408,P503,3,35779,0.0,Hyderabad
1131,2024-10-03,C0232,P504,2,10442,15.0,Delhi
1132,2024-07-29,C0499,P504,4,58206,10.0,Mumbai
1133,2024-09-17,C0350,P505,2,11059,5.0,Chennai
1134,2024-12-02,C0360,P504,1,35444,5.0,Kolkata
1135,2024-02-18,C0836,P502,2,42900,0.0,Pune
1136,2024-04-28,C0190,P502,3,58013,5.0,Hyderabad
1137,2024-05-19,C0770,P504,2,33848,,Kolkata
1138,2024-08-13,C0523,P504,2,46138,0.0,Mumbai
1139,2024-06-01,C0488,P501,3,54393,15.0,Mumbai
1140,2024-04-23,C0790,P501,4,2761,15.0,Hyderabad
1141,2024-10-14,C0686,P504,1,56483,,Delhi
1142,2024-02-01,C0039,P502,1,37943,0.0,Kolkata
1143,2024-05-28,C1022,P502,1,16297,15.0,Delhi
1144,2024-05-29,C0235,P506,1,43841,15.0,Hyderabad
1145,2024-09-14,C0541,P505,1,54010,15.0,Delhi
1146,2024-04-04,C0088,P502,4,58104,10.0,Hyderabad
1147,2024-12-18,C0696,P505,3,9194,10.0,Kolkata
1148,2024-01-30,C0108,P505,3,9796,,Kolkata
1149,2024-07-04,C0129,P502,4,26160,10.0,Pune
1150,2024-04-13,C0874,P504,2,44822,0.0,Mumbai
1151,2024-10-28,C0231,P505,3,25798,5.0,Pune
1152,2024-03-26,C0234,P505,2,57957,15.0,Pune
1153,2024-01-14,C1044,P506,3,37051,10.0,Kolkata
1154,2024-11-07,C1125,P506,2,35247,,Bangalore
1155,2024-01-24,C1014,P504,3,24005,,Chennai
1156,2024-11-05,C0871,P505,1,14837,15.0,Bangalore
1157,2024-01-20,C0273,P501,3,43890,15.0,Hyderabad
1158,2024-01-03,C0336,P506,2,30050,15.0,Bangalore
1159,2024-01-24,C0162,P506,2,50045,10.0,Kolkata
1160,2024-02-29,C0915,P504,1,3690,10.0,Chennai
1161,2024-03-16,C0542,P505,2,38161,,Kolkata
1162,2024-07-10,C0019,P504,4,16344,15.0,Chennai
1163,2024-07-01,C0481,P501,2,33898,15.0,Pune
1164,2024-09-07,C0971,P503,1,34087,,Pune
1165,2024-07-16,C0660,P501,4,18694,15.0,Delhi
1166,2024-03-30,C0837,P501,1,58143,,Mumbai
1167,2024-09-15,C0973,P502,3,28572,,Chennai
1168,2024-12-30,C0563,P501,1,18133,10.0,Chennai
1169,2024-03-09,C0049,P502,1,48501,,Bangalore
1170,2024-03-30,C0638,P506,3,56914,5.0,Delhi
1171,2024-10-06,C0612,P501,2,13793,15.0,Bangalore
1172,2024-02-26,C0985,P504,4,23552,15.0,Mumbai
1173,2024-12-07,C0903,P506,3,35042,15.0,Chennai
1174,2024-12-01,C0205,P502,2,55127,0.0,Hyderabad
1175,2024-07-02,C0596,P504,2,18981,10.0,Pune
1176,2024-07-14,C0690,P505,1,30982,5.0,Delhi
1177,2024-05-22,C0944,P504,3,50901,5.0,Bangalore
1178,2024-11-08,C0165,P506,2,55616,5.0,Hyderabad
1179,2024-03-27,C0984,P503,1,18622,10.0,Pune
1180,2024-06-09,C0629,P505,4,25770,5.0,Pune
1181,2024-10-15,C0593,P506,4,32616,,Mumbai
1182,2024-02-12,C0423,P504,2,45532,0.0,Mumbai
1183,2024-07-16,C0610,P506,1,48245,,Hyderabad
1184,2024-01-22,C1136,P502,1,3437,5.0,Mumbai
1185,2024-05-04,C1110,P503,4,8835,15.0,Delhi
1186,2024-04-08,C0243,P502,3,11100,,Bangalore
1187,2024-03-08,C0884,P502,2,6074,,Kolkata
1188,2024-04-25,C0604,P506,2,49350,,Pune
1189,2024-10-10,C1050,P502,1,29418,5.0,Pune
1190,2024-02-13,C1121,P506,2,42271,10.0,Chennai
1191,2024-10-05,C0601,P504,3,13789,10.0,Delhi
1192,2024-11-02,C0779,P505,4,6711,5.0,Bangalore
1193,2024-10-23,C0164,P504,1,7539,0.0,Kolkata
1194,2024-04-13,C0554,P506,4,29439,15.0,Mumbai
1195,2024-12-30,C0259,P503,3,14237,10.0,Chennai
1196,2024-08-07,C1153,P501,3,23851,,Bangalore
1197,2024-04-10,C0260,P503,2,11505,10.0,Pune
1198,2024-10-28,C1040,P504,1,25450,,Kolkata
1199,2024-01-21,C0670,P505,1,56781,15.0,Bangalore
1200,2024-08-10,C0247,P506,4,16454,,Pune
1201,2024-12-18,C0196,P503,1,26815,5.0,Mumbai
1202,2024-05-12,C0227,P506,1,12039,,Pune
1203,2024-05-13,C0211,P504,4,16599,0.0,Delhi
1204,2024-12-29,C0457,P502,1,16387,5.0,Chennai
1205,2024-03-16,C0476,P503,2,42245,,Bangalore
1206,2024-07-08,C0981,P502,3,18399,5.0,Pune
1207,2024-12-03,C1099,P503,1,19010,0.0,Hyderabad
1208,2024-05-18,C0862,P504,3,32902,10.0,Pune
1209,2024-09-28,C1090,P504,3,9427,15.0,Kolkata
1210,2024-07-19,C0124,P506,1,21747,10.0,Bangalore
1211,2024-10-29,C0143,P502,3,37696,10.0,Pune
1212,2024-10-28,C0460,P505,1,54098,0.0,Delhi
1213,2024-11-28,C0210,P504,3,21425,10.0,Delhi
1214,2024-03-31,C0888,P503,2,2897,15.0,Hyderabad
1215,2024-02-04,C0596,P506,1,8772,5.0,Chennai
1216,2024-03-23,C0947,P506,3,42709,10.0,Pune
1217,2024-06-21,C1087,P504,1,11302,15.0,Kolkata
1218,2024-10-01,C0943,P501,4,4793,,Hyderabad
1219,2024-10-12,C0265,P504,4,7116,15.0,Pune
1220,2024-07-21,C0821,P506,3,11540,10.0,Chennai
1221,2024-02-10,C0068,P506,4,15149,0.0,Hyderabad
1222,2024-03-26,C1151,P506,3,21474,,Chennai
1223,2024-06-06,C0268,P501,3,1078,5.0,Hyderabad
1224,2024-11-20,C1013,P505,1,7668,,Pune
1225,2024-02-04,C0977,P504,2,50179,0.0,Hyderabad
1226,2024-03-16,C0174,P504,3,49978,0.0,Delhi
1227,2024-11-03,C0605,P502,2,14867,,Delhi
1228,2024-10-02,C0505,P506,1,12766,15.0,Kolkata
1229,2024-01-28,C0772,P504,2,31095,,Delhi
1230,2024-07-12,C1186,P506,3,11490,0.0,Pune
1231,2024-09-18,C0214,P506,1,28669,0.0,Hyderabad
1232,2024-09-18,C0730,P504,3,40883,10.0,Bangalore
1233,2024-04-02,C0753,P502,3,30419,10.0,Hyderabad
1234,2024-11-07,C0653,P504,1,54545,0.0,Chennai
1235,2024-07-08,C1160,P501,3,29375,15.0,Pune
1236,2024-10-21,C0341,P502,1,51420,5.0,Delhi
1237,2024-08-20,C0817,P506,1,33923,,Delhi
1238,2024-07-01,C1065,P503,3,4792,10.0,Chennai
1239,2024-11-28,C0127,P503,2,53080,0.0,Bangalore
1240,2024-11-27,C0584,P503,4,55584,,Bangalore
1241,2024-08-27,C0602,P505,3,34055,5.0,Hyderabad
1242,2024-12-12,C0174,P501,3,53193,,Kolkata
1243,2024-06-23,C0850,P501,2,4333,15.0,Chennai
1244,2024-05-06,C0420,P501,2,32702,15.0,Bangalore
1245,2024-08-12,C0332,P501,2,24606,0.0,Kolkata
1246,2024-10-11,C0105,P502,2,51949,10.0,Delhi
1247,2024-09-22,C0910,P505,2,4958,0.0,Pune
1248,2024-09-15,C1108,P504,2,12077,,Chennai
1249,2024-12-15,C0296,P503,2,13692,0.0,Chennai
1250,2024-08-22,C0986,P504,1,9728,0.0,Kolkata
1251,2024-10-05,C0277,P501,2,17814,5.0,Bangalore
1252,2024-03-13,C1054,P503,4,28311,5.0,Delhi
1253,2024-06-04,C1196,P503,3,54612,10.0,Mumbai
1254,2024-11-08,C1142,P503,4,20684,5.0,Bangalore
1255,2024-01-07,C0421,P505,4,21612,0.0,Kolkata
1256,2024-10-01,C0914,P504,4,50894,10.0,Kolkata
1257,2024-05-05,C0395,P503,1,11420,,Mumbai
1258,2024-07-22,C0833,P504,3,48815,0.0,Hyderabad
1259,2024-11-20,C0926,P502,4,20099,10.0,Delhi
1260,2024-02-14,C1179,P503,2,47393,10.0,Delhi
1261,2024-02-20,C0262,P502,3,55720,,Chennai
1262,2024-05-01,C0125,P502,1,6613,15.0,Hyderabad
1263,2024-03-27,C0646,P503,4,1085,15.0,Pune
1264,2024-10-11,C0077,P501,3,15273,15.0,Pune
1265,2024-08-11,C1008,P505,2,45423,,Hyderabad
1266,2024-10-31,C0674,P501,1,21600,10.0,Kolkata
1267,2024-02-11,C1133,P503,3,5157,0.0,Hyderabad
1268,2024-01-21,C0300,P506,3,658,15.0,Delhi
1269,2024-04-01,C0483,P501,1,58778,5.0,Delhi
1270,2024-09-29,C1123,P504,4,57469,0.0,Mumbai
1271,2024-06-13,C0999,P503,1,19251,15.0,Hyderabad
1272,2024-04-10,C0164,P501,2,53182,10.0,Hyderabad
1273,2024-09-23,C1164,P502,2,28608,10.0,Kolkata
1274,2024-01-05,C0977,P504,4,46399,0.0,Chennai
1275,2024-01-12,C0883,P502,3,37829,15.0,Bangalore
1276,2024-12-17,C0582,P504,3,13282,5.0,Bangalore
1277,2024-03-15,C0407,P506,3,51398,10.0,Pune
1278,2024-08-29,C0974,P503,3,29053,15.0,Delhi
1279,2024-12-30,C0163,P504,4,48756,15.0,Hyderabad
1280,2024-12-02,C0881,P501,1,37003,10.0,Kolkata
1281,2024-11-18,C0443,P506,1,46392,,Kolkata
1282,2024-01-22,C0683,P502,3,53089,5.0,Mumbai
1283,2024-10-03,C0194,P506,1,53187,10.0,Chennai
1284,2024-08-09,C1187,P501,3,56989,5.0,Pune
1285,2024-05-14,C0579,P506,1,3663,0.0,Hyderabad
1286,2024-02-06,C0141,P501,4,13235,,Bangalore
1287,2024-05-06,C0257,P501,4,29518,5.0,Kolkata
1288,2024-10-16,C0942,P501,2,48811,15.0,Chennai
1289,2024-03-15,C0910,P506,4,45016,5.0,Hyderabad
1290,2024-03-23,C1147,P505,2,22331,5.0,Pune
1291,2024-08-21,C0322,P502,2,50949,,Kolkata
1292,2024-10-16,C0295,P504,3,3251,10.0,Chennai
1293,2024-08-18,C0321,P505,1,15892,,Hyderabad
1294,2024-02-22,C0726,P505,3,10876,5.0,Mumbai
1295,2024-02-23,C0660,P504,4,12445,5.0,Bangalore
1296,2024-02-22,C0408,P506,3,46401,15.0,Hyderabad
1297,2024-09-20,C1036,P503,3,39114,5.0,Mumbai
1298,2024-05-06,C1099,P502,1,14327,0.0,Kolkata
1299,2024-08-28,C1018,P501,1,32197,5.0,Chennai
1300,2024-07-27,C1112,P506,2,14387,0.0,Chennai
1301,2024-11-15,C1181,P505,4,40886,0.0,Pune
1302,2024-05-26,C0137,P503,3,6093,15.0,Bangalore
1303,2024-12-03,C0911,P504,3,43448,10.0,Pune
1304,2024-04-21,C0691,P506,1,43708,5.0,Kolkata
1305,2024-11-11,C0632,P502,3,6618,,Hyderabad
1306,2024-01-13,C1125,P503,1,53059,15.0,Delhi
1307,2024-10-07,C0533,P501,4,40190,10.0,Bangalore
1308,2024-10-24,C0913,P505,1,22305,15.0,Pune
1309,2024-10-29,C0227,P503,4,54420,15.0,Kolkata
1310,2024-01-13,C0210,P501,1,25272,15.0,Kolkata
1311,2024-01-16,C0649,P502,1,52689,10.0,Chennai
1312,2024-04-09,C0621,P506,3,42456,,Mumbai
1313,2024-08-03,C0776,P501,3,30799,5.0,Delhi
1314,2024-11-21,C0940,P504,1,17223,0.0,Bangalore
1315,2024-09-08,C0235,P505,3,51000,0.0,Pune
1316,2024-02-23,C0565,P506,4,57434,,Mumbai
1317,2024-01-13,C1126,P506,4,36909,0.0,Bangalore
1318,2024-05-17,C0675,P506,1,41646,0.0,Bangalore
1319,2024-01-24,C0541,P506,3,31428,15.0,Mumbai
1320,2024-12-11,C0230,P504,1,20607,15.0,Kolkata
1321,2024-04-13,C0698,P501,4,4166,,Mumbai
1322,2024-06-23,C0745,P503,2,30416,,Pune
1323,2024-02-24,C0519,P501,4,20393,15.0,Delhi
1324,2024-05-14,C0623,P505,3,21236,10.0,Pune
1325,2024-02-14,C1083,P501,4,45971,10.0,Hyderabad
1326,2024-06-05,C0610,P501,2,31431,,Kolkata
1327,2024-08-05,C0516,P504,2,21907,0.0,Kolkata
1328,2024-11-07,C0608,P505,4,13021,10.0,Kolkata
1329,2024-10-04,C0233,P504,1,38758,5.0,Bangalore
1330,2024-01-26,C1049,P502,2,31526,,Delhi
1331,2024-06-29,C0456,P503,4,13679,15.0,Delhi
1332,2024-11-16,C1073,P503,3,23391,15.0,Pune
1333,2024-06-22,C0794,P501,1,16541,,Bangalore
1334,2024-12-26,C0459,P504,4,55137,0.0,Mumbai
1335,2024-08-13,C0015,P506,4,36712,5.0,Hyderabad
1336,2024-10-20,C0598,P506,2,39421,5.0,Chennai
1337,2024-08-10,C0003,P505,2,38705,,Bangalore
1338,2024-08-22,C0620,P505,1,24572,10.0,Hyderabad
1339,2024-01-11,C0863,P502,4,44823,0.0,Bangalore
1340,2024-09-08,C0560,P503,4,30827,10.0,Mumbai
1341,2024-11-27,C1163,P506,1,40254,5.0,Mumbai
1342,2024-09-16,C0620,P506,3,25672,10.0,Hyderabad
1343,2024-09-29,C0619,P502,3,25120,5.0,Mumbai
1344,2024-12-27,C0008,P505,2,36491,15.0,Kolkata
1345,2024-11-16,C1063,P506,1,45542,15.0,Mumbai
1346,2024-04-02,C0086,P506,4,12724,,Mumbai
1347,2024-04-10,C1180,P504,2,20010,10.0,Hyderabad
1348,2024-09-08,C0872,P502,2,20322,10.0,Chennai
1349,2024-06-03,C0889,P505,1,40686,15.0,Hyderabad
1350,2024-01-10,C0740,P505,1,59105,10.0,Mumbai
1351,2024-05-08,C0601,P503,1,53874,0.0,Delhi
1352,2024-04-26,C0718,P504,1,53821,,Bangalore
1353,2024-06-29,C1115,P505,2,52460,5.0,Pune
1354,2024-06-02,C0315,P502,3,9556,0.0,Hyderabad
1355,2024-07-11,C0354,P502,4,34840,0.0,Hyderabad
1356,2024-07-15,C0651,P504,4,46302,,Delhi
1357,2024-10-08,C0403,P504,1,33767,5.0,Hyderabad
1358,2024-05-11,C0791,P505,2,8575,5.0,Bangalore
1359,2024-08-08,C0553,P505,4,28094,15.0,Chennai
1360,2024-11-19,C0271,P501,3,35536,0.0,Delhi
1361,2024-02-09,C0189,P503,4,47368,5.0,Bangalore
1362,2024-10-16,C0433,P503,3,36320,15.0,Kolkata
1363,2024-03-09,C0863,P505,2,37344,0.0,Pune
1364,2024-09-05,C0700,P505,2,38513,,Pune
1365,2024-06-16,C0391,P502,3,19840,,Bangalore
1366,2024-06-27,C0342,P503,3,10479,15.0,Bangalore
1367,2024-08-26,C1193,P506,1,22712,5.0,Mumbai
1368,2024-07-08,C0869,P506,1,26011,10.0,Delhi
1369,2024-07-03,C0496,P506,3,7514,15.0,Kolkata
1370,2024-07-31,C0310,P506,1,18675,0.0,Delhi
1371,2024-07-20,C0032,P502,3,31181,0.0,Pune
1372,2024-01-10,C0726,P503,1,3132,15.0,Bangalore
1373,2024-05-02,C0917,P501,1,32145,0.0,Pune
1374,2024-02-20,C1105,P501,1,29866,5.0,Kolkata
1375,2024-07-16,C1025,P503,3,706,5.0,Kolkata
1376,2024-05-05,C0313,P505,1,20173,10.0,Pune
1377,2024-03-13,C1165,P505,2,37425,15.0,Bangalore
1378,2024-01-03,C0561,P505,4,18587,,Kolkata
1379,2024-12-02,C0963,P501,2,45114,15.0,Bangalore
1380,2024-12-04,C0043,P502,4,36558,5.0,Pune
1381,2024-06-10,C0701,P506,3,14511,10.0,Hyderabad
1382,2024-06-16,C0339,P503,1,18924,,Delhi
1383,2024-01-13,C0659,P506,4,53115,10.0,Delhi
1384,2024-03-29,C1119,P502,4,28098,5.0,Chennai
1385,2024-11-08,C0840,P503,3,52729,10.0,Mumbai
1386,2024-06-27,C0500,P503,4,16499,15.0,Pune
1387,2024-01-12,C1150,P501,1,26800,10.0,Bangalore
1388,2024-04-06,C0517,P501,1,39111,,Chennai
1389,2024-02-02,C0050,P503,4,53012,10.0,Chennai
1390,2024-02-16,C0452,P505,1,46520,15.0,Chennai
1391,2024-08-02,C0128,P506,2,57096,15.0,Hyderabad
1392,2024-11-14,C0714,P502,1,29540,5.0,Chennai
1393,2024-07-20,C0017,P505,2,17201,5.0,Hyderabad
1394,2024-11-13,C0681,P504,1,48509,5.0,Bangalore
1395,2024-08-06,C1019,P501,3,46133,5.0,Pune
1396,2024-07-26,C0586,P503,2,4417,5.0,Delhi
1397,2024-06-05,C0230,P503,4,16646,0.0,Chennai
1398,2024-04-17,C0403,P504,4,36622,5.0,Chennai
1399,2024-10-16,C0918,P505,3,34810,10.0,Mumbai
1400,2024-12-17,C0560,P501,2,46100,10.0,Bangalore
1401,2024-09-14,C0413,P503,4,9580,10.0,Mumbai
1402,2024-09-22,C0821,P501,3,48742,10.0,Hyderabad
1403,2024-09-04,C0868,P503,2,19145,0.0,Hyderabad
1404,2024-10-27,C1092,P504,3,17500,0.0,Bangalore
1405,2024-05-17,C1097,P503,1,2393,5.0,Chennai
1406,2024-05-24,C0842,P506,2,51270,5.0,Delhi
1407,2024-12-06,C1151,P504,1,29338,15.0,Hyderabad
1408,2024-03-13,C0915,P503,4,1159,0.0,Delhi
1409,2024-02-10,C0170,P501,2,10751,,Kolkata
1410,2024-09-01,C0151,P501,3,30431,0.0,Pune
1411,2024-03-09,C0299,P506,4,21581,10.0,Hyderabad
1412,2024-11-13,C1185,P502,3,1851,5.0,Chennai
1413,2024-12-03,C0639,P502,3,5583,10.0,Kolkata
1414,2024-06-22,C0387,P505,2,1169,0.0,Kolkata
1415,2024-08-25,C0691,P503,2,17173,0.0,Pune
1416,2024-04-16,C0295,P505,1,20711,15.0,Pune
1417,2024-02-06,C0649,P506,2,13155,10.0,Hyderabad
1418,2024-02-27,C0363,P502,3,5607,5.0,Bangalore
1419,2024-09-08,C0092,P502,2,24717,10.0,Mumbai
1420,2024-07-23,C0772,P501,2,29227,,Delhi
1421,2024-03-28,C0988,P506,3,7596,10.0,Chennai
1422,2024-08-29,C0121,P506,1,1937,,Hyderabad
1423,2024-07-20,C0860,P505,1,49693,10.0,Hyderabad
1424,2024-03-23,C0803,P504,4,12656,0.0,Bangalore
1425,2024-10-09,C0312,P504,2,3906,0.0,Hyderabad
1426,2024-11-14,C0052,P505,4,6596,,Kolkata
1427,2024-02-01,C0567,P506,4,48816,15.0,Chennai
1428,2024-06-25,C0314,P502,3,11387,0.0,Pune
1429,2024-11-12,C0137,P505,2,48414,,Delhi
1430,2024-04-27,C0261,P506,2,33154,0.0,Bangalore
1431,2024-11-08,C0895,P503,2,46664,,Kolkata
1432,2024-06-08,C0495,P505,4,55490,,Pune
1433,2024-05-13,C0620,P505,2,14217,0.0,Chennai
1434,2024-05-05,C0235,P501,4,7381,10.0,Chennai
1435,2024-05-17,C1020,P502,3,44239,5.0,Pune
1436,2024-01-28,C1035,P502,2,35362,10.0,Chennai
1437,2024-05-31,C0363,P506,1,8628,0.0,Chennai
1438,2024-01-19,C0195,P501,2,55770,5.0,Pune
1439,2024-12-19,C0141,P505,2,2220,5.0,Hyderabad
1440,2024-02-17,C0245,P505,4,28264,,Kolkata
1441,2024-01-17,C0071,P502,1,58992,5.0,Pune
1442,2024-01-07,C0817,P503,3,25696,0.0,Pune
1443,2024-01-17,C0171,P506,1,57894,,Delhi
1444,2024-04-26,C0416,P505,2,30375,0.0,Chennai
1445,2024-03-13,C0632,P504,4,53356,,Pune
1446,2024-12-01,C0425,P506,3,26263,10.0,Chennai
1447,2024-07-17,C0718,P501,1,4734,10.0,Mumbai
1448,2024-09-27,C0899,P501,3,4064,0.0,Mumbai
