Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Price,Discount,City,Product_Name,Category,Brand,Customer_Name,Gender,Age,Revenue
1046,29-11-2024,C0969,P505,3,26192,15,Mumbai,Shoes,Fashion,Nike,Customer_969,Male,39,66789.6
1047,01-01-2024,C0119,P505,3,20977,0,Hyderabad,Shoes,Fashion,Nike,Customer_119,Female,47,62931
1048,20-11-2024,C1185,P503,1,34297,15,Mumbai,T-Shirt,Fashion,Puma,Customer_1185,Male,39,29152.45
1049,29-06-2024,C0242,P504,4,38438,10,Chennai,Mobile,Electronics,Samsung,Customer_242,Male,31,138376.8
1050,04-08-2024,C1063,P502,3,56803,10,Mumbai,Laptop,Electronics,HP,Customer_1063,Female,47,153368.1
1051,20-10-2024,C0151,P504,4,38825,0,Bangalore,Mobile,Electronics,Samsung,Customer_151,Male,18,155300
1052,21-08-2024,C0892,P502,3,56627,5,Hyderabad,Laptop,Electronics,HP,Customer_892,Female,31,161386.95
1053,20-09-2024,C0669,P501,4,13969,0,Kolkata,Headphones,Electronics,Boat,Customer_669,Male,47,55876
1054,23-06-2024,C0311,P506,3,15877,10,Mumbai,Watch,Accessories,Fastrack,Customer_311,Female,43,42867.9
1055,23-04-2024,C1169,P506,2,36787,0,Bangalore,Watch,Accessories,Fastrack,Customer_1169,Male,19,73574
1056,23-11-2024,C0345,P503,2,30959,0,Pune,T-Shirt,Fashion,Puma,Customer_345,Male,43,61918
1057,13-10-2024,C1077,P503,4,13680,0,Mumbai,T-Shirt,Fashion,Puma,Customer_1077,Male,42,54720
1058,07-08-2024,C1010,P506,4,41201,0,Pune,Watch,Accessories,Fastrack,Customer_1010,Male,29,164804
1059,29-03-2024,C0688,P501,1,27508,0,Hyderabad,Headphones,Electronics,Boat,Customer_688,Male,30,27508
1060,19-11-2024,C1126,P501,2,1967,10,Chennai,Headphones,Electronics,Boat,Customer_1126,Male,28,3540.6
1061,22-03-2024,C0397,P502,1,48706,10,Hyderabad,Laptop,Electronics,HP,Customer_397,Male,29,43835.4
1062,08-05-2024,C0822,P503,3,26500,0,Kolkata,T-Shirt,Fashion,Puma,Customer_822,Male,43,79500
1063,16-03-2024,C0711,P501,3,9408,10,Bangalore,Headphones,Electronics,Boat,Customer_711,Male,26,25401.6
1064,31-10-2024,C0736,P505,1,31310,15,Chennai,Shoes,Fashion,Nike,Customer_736,Male,27,26613.5
1065,23-09-2024,C0867,P502,4,56569,5,Mumbai,Laptop,Electronics,HP,Customer_867,Male,21,214962.2
1066,21-09-2024,C1027,P506,1,28741,5,Chennai,Watch,Accessories,Fastrack,Customer_1027,Female,37,27303.95
1067,26-04-2024,C1178,P504,1,33079,0,Mumbai,Mobile,Electronics,Samsung,Customer_1178,Female,36,33079
1068,26-10-2024,C0783,P505,3,25819,5,Bangalore,Shoes,Fashion,Nike,Customer_783,Male,44,73584.15
1069,21-01-2024,C0407,P503,3,42274,0,Bangalore,T-Shirt,Fashion,Puma,Customer_407,Male,21,126822
1070,18-10-2024,C0715,P501,3,45114,15,Hyderabad,Headphones,Electronics,Boat,Customer_715,Female,48,115040.7
1071,01-10-2024,C0964,P505,4,58016,15,Chennai,Shoes,Fashion,Nike,Customer_964,Male,28,197254.4
1072,05-06-2024,C0751,P503,4,31310,5,Bangalore,T-Shirt,Fashion,Puma,Customer_751,Male,23,118978
1073,25-05-2024,C0002,P506,1,43896,15,Mumbai,Watch,Accessories,Fastrack,Customer_2,Male,32,37311.6
1074,15-12-2024,C1132,P501,2,30034,0,Kolkata,Headphones,Electronics,Boat,Customer_1132,Female,35,60068
1075,24-10-2024,C0952,P501,4,54655,15,Chennai,Headphones,Electronics,Boat,Customer_952,Male,38,185827
1076,20-06-2024,C0559,P506,3,22968,0,Chennai,Watch,Accessories,Fastrack,Customer_559,Male,22,68904
1077,26-01-2024,C0521,P504,3,16693,5,Pune,Mobile,Electronics,Samsung,Customer_521,Male,43,47575.05
1078,18-06-2024,C0584,P505,4,54267,0,Mumbai,Shoes,Fashion,Nike,Customer_584,Male,47,217068
1079,19-10-2024,C0050,P503,4,56126,15,Bangalore,T-Shirt,Fashion,Puma,Customer_50,Female,46,190828.4
1080,10-12-2024,C0146,P502,3,16335,5,Pune,Laptop,Electronics,HP,Customer_146,Male,44,46554.75
1081,09-03-2024,C0687,P502,1,49934,15,Mumbai,Laptop,Electronics,HP,Customer_687,Female,43,42443.9
1082,28-04-2024,C0661,P501,1,41921,0,Kolkata,Headphones,Electronics,Boat,Customer_661,Female,44,41921
1083,08-06-2024,C0650,P503,1,27513,0,Hyderabad,T-Shirt,Fashion,Puma,Customer_650,Male,35,27513
1084,10-09-2024,C0921,P501,2,18027,10,Kolkata,Headphones,Electronics,Boat,Customer_921,Female,47,32448.6
1085,25-05-2024,C0637,P505,3,32796,10,Kolkata,Shoes,Fashion,Nike,Customer_637,Male,36,88549.2
1086,28-10-2024,C1126,P504,2,31307,0,Chennai,Mobile,Electronics,Samsung,Customer_1126,Male,28,62614
1087,19-08-2024,C0353,P504,4,14510,0,Pune,Mobile,Electronics,Samsung,Customer_353,Male,30,58040
1088,10-03-2024,C0425,P503,3,50159,0,Pune,T-Shirt,Fashion,Puma,Customer_425,Male,31,150477
1089,09-05-2024,C0956,P504,1,2775,10,Hyderabad,Mobile,Electronics,Samsung,Customer_956,Female,47,2497.5
1090,18-07-2024,C0067,P506,2,41047,0,Mumbai,Watch,Accessories,Fastrack,Customer_67,Male,46,82094
1091,07-12-2024,C1154,P503,3,54743,5,Chennai,T-Shirt,Fashion,Puma,Customer_1154,Female,21,156017.55
1092,17-10-2024,C0354,P501,3,47177,15,Chennai,Headphones,Electronics,Boat,Customer_354,Female,33,120301.35
1093,05-02-2024,C0453,P504,1,48904,0,Kolkata,Mobile,Electronics,Samsung,Customer_453,Male,27,48904
1094,06-06-2024,C0633,P502,3,3383,0,Bangalore,Laptop,Electronics,HP,Customer_633,Female,28,10149
1095,03-01-2024,C0237,P504,3,37511,10,Chennai,Mobile,Electronics,Samsung,Customer_237,Male,21,101279.7
1096,25-12-2024,C0364,P505,1,32676,0,Bangalore,Shoes,Fashion,Nike,Customer_364,Male,28,32676
1097,18-08-2024,C0800,P506,1,50464,15,Chennai,Watch,Accessories,Fastrack,Customer_800,Female,22,42894.4
1098,13-08-2024,C0509,P504,2,16463,0,Kolkata,Mobile,Electronics,Samsung,Customer_509,Female,36,32926
1099,24-08-2024,C0361,P502,1,35885,10,Pune,Laptop,Electronics,HP,Customer_361,Female,20,32296.5
1100,26-11-2024,C0835,P501,4,42985,5,Bangalore,Headphones,Electronics,Boat,Customer_835,Male,37,163343
1101,06-11-2024,C0262,P502,3,25281,10,Kolkata,Laptop,Electronics,HP,Customer_262,Female,40,68258.7
1102,11-11-2024,C1125,P506,4,37175,0,Mumbai,Watch,Accessories,Fastrack,Customer_1125,Female,42,148700
1103,22-03-2024,C1182,P506,4,45333,10,Kolkata,Watch,Accessories,Fastrack,Customer_1182,Male,45,163198.8
1104,14-01-2024,C0073,P504,3,46784,10,Mumbai,Mobile,Electronics,Samsung,Customer_73,Female,48,126316.8
1105,09-05-2024,C0931,P503,2,7673,15,Mumbai,T-Shirt,Fashion,Puma,Customer_931,Female,39,13044.1
1106,25-01-2024,C0793,P502,1,30284,15,Kolkata,Laptop,Electronics,HP,Customer_793,Female,35,25741.4
1107,16-11-2024,C1134,P506,4,37985,0,Bangalore,Watch,Accessories,Fastrack,Customer_1134,Female,33,151940
1108,25-01-2024,C1141,P503,2,48819,0,Mumbai,T-Shirt,Fashion,Puma,Customer_1141,Female,20,97638
1109,25-01-2024,C1103,P504,4,40408,15,Bangalore,Mobile,Electronics,Samsung,Customer_1103,Male,26,137387.2
1110,20-05-2024,C0543,P504,2,28479,5,Hyderabad,Mobile,Electronics,Samsung,Customer_543,Female,18,54110.1
1111,08-06-2024,C0043,P504,2,38247,10,Kolkata,Mobile,Electronics,Samsung,Customer_43,Male,20,68844.6
1112,05-01-2024,C0778,P503,1,54189,10,Mumbai,T-Shirt,Fashion,Puma,Customer_778,Female,30,48770.1
1113,25-02-2024,C0457,P505,3,59774,0,Delhi,Shoes,Fashion,Nike,Customer_457,Male,35,179322
1114,24-11-2024,C1180,P505,2,28441,10,Kolkata,Shoes,Fashion,Nike,Customer_1180,Female,26,51193.8
1115,06-04-2024,C0785,P504,1,1682,15,Bangalore,Mobile,Electronics,Samsung,Customer_785,Male,47,1429.7
1116,03-11-2024,C0420,P505,4,37585,5,Kolkata,Shoes,Fashion,Nike,Customer_420,Female,38,142823
1117,25-04-2024,C0768,P505,1,15118,10,Bangalore,Shoes,Fashion,Nike,Customer_768,Male,27,13606.2
1118,14-01-2024,C0455,P506,1,39208,0,Chennai,Watch,Accessories,Fastrack,Customer_455,Male,47,39208
1119,02-03-2024,C0405,P502,2,37905,0,Mumbai,Laptop,Electronics,HP,Customer_405,Female,30,75810
1120,05-03-2024,C1037,P502,1,59653,5,Hyderabad,Laptop,Electronics,HP,Customer_1037,Female,43,56670.35
1121,29-06-2024,C0338,P505,1,53720,15,Pune,Shoes,Fashion,Nike,Customer_338,Female,22,45662
1122,06-07-2024,C0395,P503,3,22720,15,Kolkata,T-Shirt,Fashion,Puma,Customer_395,Female,40,57936
1123,08-10-2024,C0510,P505,4,25421,15,Bangalore,Shoes,Fashion,Nike,Customer_510,Female,22,86431.4
1124,19-08-2024,C0554,P502,1,43704,0,Pune,Laptop,Electronics,HP,Customer_554,Male,47,43704
1125,29-04-2024,C0393,P501,1,39340,5,Bangalore,Headphones,Electronics,Boat,Customer_393,Female,34,37373
1126,06-04-2024,C1034,P505,2,20581,15,Hyderabad,Shoes,Fashion,Nike,Customer_1034,Female,30,34987.7
1127,21-07-2024,C0759,P504,2,50227,10,Chennai,Mobile,Electronics,Samsung,Customer_759,Male,44,90408.6
1128,19-03-2024,C0956,P501,3,25731,0,Delhi,Headphones,Electronics,Boat,Customer_956,Female,47,77193
1129,27-03-2024,C0101,P505,4,5240,0,Kolkata,Shoes,Fashion,Nike,Customer_101,Male,49,20960
1130,18-04-2024,C0408,P503,3,35779,0,Hyderabad,T-Shirt,Fashion,Puma,Customer_408,Female,46,107337
1131,03-10-2024,C0232,P504,2,10442,15,Delhi,Mobile,Electronics,Samsung,Customer_232,Female,18,17751.4
1132,29-07-2024,C0499,P504,4,58206,10,Mumbai,Mobile,Electronics,Samsung,Customer_499,Male,21,209541.6
1133,17-09-2024,C0350,P505,2,11059,5,Chennai,Shoes,Fashion,Nike,Customer_350,Female,36,21012.1
1134,02-12-2024,C0360,P504,1,35444,5,Kolkata,Mobile,Electronics,Samsung,Customer_360,Female,29,33671.8
1135,18-02-2024,C0836,P502,2,42900,0,Pune,Laptop,Electronics,HP,Customer_836,Female,38,85800
1136,28-04-2024,C0190,P502,3,58013,5,Hyderabad,Laptop,Electronics,HP,Customer_190,Female,18,165337.05
1137,19-05-2024,C0770,P504,2,33848,0,Kolkata,Mobile,Electronics,Samsung,Customer_770,Female,30,67696
1138,13-08-2024,C0523,P504,2,46138,0,Mumbai,Mobile,Electronics,Samsung,Customer_523,Female,44,92276
1139,01-06-2024,C0488,P501,3,54393,15,Mumbai,Headphones,Electronics,Boat,Customer_488,Female,27,138702.15
1140,23-04-2024,C0790,P501,4,2761,15,Hyderabad,Headphones,Electronics,Boat,Customer_790,Female,28,9387.4
1141,14-10-2024,C0686,P504,1,56483,0,Delhi,Mobile,Electronics,Samsung,Customer_686,Male,28,56483
1142,01-02-2024,C0039,P502,1,37943,0,Kolkata,Laptop,Electronics,HP,Customer_39,Female,45,37943
1143,28-05-2024,C1022,P502,1,16297,15,Delhi,Laptop,Electronics,HP,Customer_1022,Male,36,13852.45
1144,29-05-2024,C0235,P506,1,43841,15,Hyderabad,Watch,Accessories,Fastrack,Customer_235,Male,45,37264.85
1145,14-09-2024,C0541,P505,1,54010,15,Delhi,Shoes,Fashion,Nike,Customer_541,Male,30,45908.5
1146,04-04-2024,C0088,P502,4,58104,10,Hyderabad,Laptop,Electronics,HP,Customer_88,Female,39,209174.4
1147,18-12-2024,C0696,P505,3,9194,10,Kolkata,Shoes,Fashion,Nike,Customer_696,Female,31,24823.8
1148,30-01-2024,C0108,P505,3,9796,0,Kolkata,Shoes,Fashion,Nike,Customer_108,Male,46,29388
1149,04-07-2024,C0129,P502,4,26160,10,Pune,Laptop,Electronics,HP,Customer_129,Male,23,94176
1150,13-04-2024,C0874,P504,2,44822,0,Mumbai,Mobile,Electronics,Samsung,Customer_874,Female,18,89644
1151,28-10-2024,C0231,P505,3,25798,5,Pune,Shoes,Fashion,Nike,Customer_231,Female,38,73524.3
1152,26-03-2024,C0234,P505,2,57957,15,Pune,Shoes,Fashion,Nike,Customer_234,Female,18,98526.9
1153,14-01-2024,C1044,P506,3,37051,10,Kolkata,Watch,Accessories,Fastrack,Customer_1044,Female,18,100037.7
1154,07-11-2024,C1125,P506,2,35247,0,Bangalore,Watch,Accessories,Fastrack,Customer_1125,Female,42,70494
1155,24-01-2024,C1014,P504,3,24005,0,Chennai,Mobile,Electronics,Samsung,Customer_1014,Male,49,72015
1156,05-11-2024,C0871,P505,1,14837,15,Bangalore,Shoes,Fashion,Nike,Customer_871,Female,27,12611.45
1157,20-01-2024,C0273,P501,3,43890,15,Hyderabad,Headphones,Electronics,Boat,Customer_273,Male,41,111919.5
1158,03-01-2024,C0336,P506,2,30050,15,Bangalore,Watch,Accessories,Fastrack,Customer_336,Male,47,51085
1159,24-01-2024,C0162,P506,2,50045,10,Kolkata,Watch,Accessories,Fastrack,Customer_162,Female,19,90081
1160,29-02-2024,C0915,P504,1,3690,10,Chennai,Mobile,Electronics,Samsung,Customer_915,Female,26,3321
1161,16-03-2024,C0542,P505,2,38161,0,Kolkata,Shoes,Fashion,Nike,Customer_542,Male,21,76322
1162,10-07-2024,C0019,P504,4,16344,15,Chennai,Mobile,Electronics,Samsung,Customer_19,Female,42,55569.6
1163,01-07-2024,C0481,P501,2,33898,15,Pune,Headphones,Electronics,Boat,Customer_481,Male,34,57626.6
1164,07-09-2024,C0971,P503,1,34087,0,Pune,T-Shirt,Fashion,Puma,Customer_971,Male,41,34087
1165,16-07-2024,C0660,P501,4,18694,15,Delhi,Headphones,Electronics,Boat,Customer_660,Female,44,63559.6
1166,30-03-2024,C0837,P501,1,58143,0,Mumbai,Headphones,Electronics,Boat,Customer_837,Female,18,58143
1167,15-09-2024,C0973,P502,3,28572,0,Chennai,Laptop,Electronics,HP,Customer_973,Male,41,85716
1168,30-12-2024,C0563,P501,1,18133,10,Chennai,Headphones,Electronics,Boat,Customer_563,Female,49,16319.7
1169,09-03-2024,C0049,P502,1,48501,0,Bangalore,Laptop,Electronics,HP,Customer_49,Female,21,48501
1170,30-03-2024,C0638,P506,3,56914,5,Delhi,Watch,Accessories,Fastrack,Customer_638,Male,49,162204.9
1171,06-10-2024,C0612,P501,2,13793,15,Bangalore,Headphones,Electronics,Boat,Customer_612,Male,32,23448.1
1172,26-02-2024,C0985,P504,4,23552,15,Mumbai,Mobile,Electronics,Samsung,Customer_985,Male,18,80076.8
1173,07-12-2024,C0903,P506,3,35042,15,Chennai,Watch,Accessories,Fastrack,Customer_903,Male,36,89357.1
1174,01-12-2024,C0205,P502,2,55127,0,Hyderabad,Laptop,Electronics,HP,Customer_205,Female,47,110254
1175,02-07-2024,C0596,P504,2,18981,10,Pune,Mobile,Electronics,Samsung,Customer_596,Male,44,34165.8
1176,14-07-2024,C0690,P505,1,30982,5,Delhi,Shoes,Fashion,Nike,Customer_690,Female,43,29432.9
1177,22-05-2024,C0944,P504,3,50901,5,Bangalore,Mobile,Electronics,Samsung,Customer_944,Female,29,145067.85
1178,08-11-2024,C0165,P506,2,55616,5,Hyderabad,Watch,Accessories,Fastrack,Customer_165,Female,33,105670.4
1179,27-03-2024,C0984,P503,1,18622,10,Pune,T-Shirt,Fashion,Puma,Customer_984,Male,25,16759.8
1180,09-06-2024,C0629,P505,4,25770,5,Pune,Shoes,Fashion,Nike,Customer_629,Female,44,97926
1181,15-10-2024,C0593,P506,4,32616,0,Mumbai,Watch,Accessories,Fastrack,Customer_593,Female,21,130464
1182,12-02-2024,C0423,P504,2,45532,0,Mumbai,Mobile,Electronics,Samsung,Customer_423,Male,38,91064
1183,16-07-2024,C0610,P506,1,48245,0,Hyderabad,Watch,Accessories,Fastrack,Customer_610,Male,44,48245
1184,22-01-2024,C1136,P502,1,3437,5,Mumbai,Laptop,Electronics,HP,Customer_1136,Male,30,3265.15
1185,04-05-2024,C1110,P503,4,8835,15,Delhi,T-Shirt,Fashion,Puma,Customer_1110,Female,20,30039
1186,08-04-2024,C0243,P502,3,11100,0,Bangalore,Laptop,Electronics,HP,Customer_243,Male,23,33300
1187,08-03-2024,C0884,P502,2,6074,0,Kolkata,Laptop,Electronics,HP,Customer_884,Female,42,12148
1188,25-04-2024,C0604,P506,2,49350,0,Pune,Watch,Accessories,Fastrack,Customer_604,Male,23,98700
1189,10-10-2024,C1050,P502,1,29418,5,Pune,Laptop,Electronics,HP,Customer_1050,Female,44,27947.1
1190,13-02-2024,C1121,P506,2,42271,10,Chennai,Watch,Accessories,Fastrack,Customer_1121,Male,20,76087.8
1191,05-10-2024,C0601,P504,3,13789,10,Delhi,Mobile,Electronics,Samsung,Customer_601,Male,35,37230.3
1192,02-11-2024,C0779,P505,4,6711,5,Bangalore,Shoes,Fashion,Nike,Customer_779,Female,44,25501.8
1193,23-10-2024,C0164,P504,1,7539,0,Kolkata,Mobile,Electronics,Samsung,Customer_164,Male,48,7539
1194,13-04-2024,C0554,P506,4,29439,15,Mumbai,Watch,Accessories,Fastrack,Customer_554,Male,47,100092.6
1195,30-12-2024,C0259,P503,3,14237,10,Chennai,T-Shirt,Fashion,Puma,Customer_259,Female,31,38439.9
1196,07-08-2024,C1153,P501,3,23851,0,Bangalore,Headphones,Electronics,Boat,Customer_1153,Male,38,71553
1197,10-04-2024,C0260,P503,2,11505,10,Pune,T-Shirt,Fashion,Puma,Customer_260,Female,35,20709
1198,28-10-2024,C1040,P504,1,25450,0,Kolkata,Mobile,Electronics,Samsung,Customer_1040,Male,41,25450
1199,21-01-2024,C0670,P505,1,56781,15,Bangalore,Shoes,Fashion,Nike,Customer_670,Female,47,48263.85
1200,10-08-2024,C0247,P506,4,16454,0,Pune,Watch,Accessories,Fastrack,Customer_247,Male,31,65816
1201,18-12-2024,C0196,P503,1,26815,5,Mumbai,T-Shirt,Fashion,Puma,Customer_196,Male,36,25474.25
1202,12-05-2024,C0227,P506,1,12039,0,Pune,Watch,Accessories,Fastrack,Customer_227,Female,23,12039
1203,13-05-2024,C0211,P504,4,16599,0,Delhi,Mobile,Electronics,Samsung,Customer_211,Female,19,66396
1204,29-12-2024,C0457,P502,1,16387,5,Chennai,Laptop,Electronics,HP,Customer_457,Male,35,15567.65
1205,16-03-2024,C0476,P503,2,42245,0,Bangalore,T-Shirt,Fashion,Puma,Customer_476,Male,45,84490
1206,08-07-2024,C0981,P502,3,18399,5,Pune,Laptop,Electronics,HP,Customer_981,Female,26,52437.15
1207,03-12-2024,C1099,P503,1,19010,0,Hyderabad,T-Shirt,Fashion,Puma,Customer_1099,Male,41,19010
1208,18-05-2024,C0862,P504,3,32902,10,Pune,Mobile,Electronics,Samsung,Customer_862,Male,35,88835.4
1209,28-09-2024,C1090,P504,3,9427,15,Kolkata,Mobile,Electronics,Samsung,Customer_1090,Male,25,24038.85
1210,19-07-2024,C0124,P506,1,21747,10,Bangalore,Watch,Accessories,Fastrack,Customer_124,Male,18,19572.3
1211,29-10-2024,C0143,P502,3,37696,10,Pune,Laptop,Electronics,HP,Customer_143,Female,20,101779.2
1212,28-10-2024,C0460,P505,1,54098,0,Delhi,Shoes,Fashion,Nike,Customer_460,Female,25,54098
1213,28-11-2024,C0210,P504,3,21425,10,Delhi,Mobile,Electronics,Samsung,Customer_210,Female,31,57847.5
1214,31-03-2024,C0888,P503,2,2897,15,Hyderabad,T-Shirt,Fashion,Puma,Customer_888,Male,25,4924.9
1215,04-02-2024,C0596,P506,1,8772,5,Chennai,Watch,Accessories,Fastrack,Customer_596,Male,44,8333.4
1216,23-03-2024,C0947,P506,3,42709,10,Pune,Watch,Accessories,Fastrack,Customer_947,Male,44,115314.3
1217,21-06-2024,C1087,P504,1,11302,15,Kolkata,Mobile,Electronics,Samsung,Customer_1087,Male,19,9606.7
1218,01-10-2024,C0943,P501,4,4793,0,Hyderabad,Headphones,Electronics,Boat,Customer_943,Male,23,19172
1219,12-10-2024,C0265,P504,4,7116,15,Pune,Mobile,Electronics,Samsung,Customer_265,Female,43,24194.4
1220,21-07-2024,C0821,P506,3,11540,10,Chennai,Watch,Accessories,Fastrack,Customer_821,Female,42,31158
1221,10-02-2024,C0068,P506,4,15149,0,Hyderabad,Watch,Accessories,Fastrack,Customer_68,Male,30,60596
1222,26-03-2024,C1151,P506,3,21474,0,Chennai,Watch,Accessories,Fastrack,Customer_1151,Male,30,64422
1223,06-06-2024,C0268,P501,3,1078,5,Hyderabad,Headphones,Electronics,Boat,Customer_268,Male,39,3072.3
1224,20-11-2024,C1013,P505,1,7668,0,Pune,Shoes,Fashion,Nike,Customer_1013,Male,43,7668
1225,04-02-2024,C0977,P504,2,50179,0,Hyderabad,Mobile,Electronics,Samsung,Customer_977,Male,37,100358
1226,16-03-2024,C0174,P504,3,49978,0,Delhi,Mobile,Electronics,Samsung,Customer_174,Male,37,149934
1227,03-11-2024,C0605,P502,2,14867,0,Delhi,Laptop,Electronics,HP,Customer_605,Male,22,29734
1228,02-10-2024,C0505,P506,1,12766,15,Kolkata,Watch,Accessories,Fastrack,Customer_505,Female,33,10851.1
1229,28-01-2024,C0772,P504,2,31095,0,Delhi,Mobile,Electronics,Samsung,Customer_772,Female,30,62190
1230,12-07-2024,C1186,P506,3,11490,0,Pune,Watch,Accessories,Fastrack,Customer_1186,Female,37,34470
1231,18-09-2024,C0214,P506,1,28669,0,Hyderabad,Watch,Accessories,Fastrack,Customer_214,Male,21,28669
1232,18-09-2024,C0730,P504,3,40883,10,Bangalore,Mobile,Electronics,Samsung,Customer_730,Female,20,110384.1
